order_id,channel,store_format,city,city zone,department,category,brand,sku id,base unit price,discount,price after discount,TLV,discount percentage,high discount,quantity,line value,promo code used,promo code type,promo applied,ad channel,campaign,payment method,device type,delivery type,number of items,returned,reason for return,return value,stocked out,loyalty member,user ID,age,age group,gender,nationality,hour of day,day of week,order month,
LULU-000962,In-Store POS,Hypermarket,Dubai,Al Barsha,Fashion,Menswear,Mango,SKU-113883,297.47,63.29,234.18,234.18,21.28%,Medium,1,234.18,1,Percent,1,Email,Ramadan2025,Cash,N/A,Carryout,5,0,,0,0,0,CUST-07191,38,36-45,Other/Prefer not to say,UAE National,23,Wednesday,2025-07,
LULU-000963,In-Store POS,Hypermarket,Abu Dhabi,Yas Island,Home & Living,Kitchenware,Tefal,SKU-490460,189.94,14.37,175.57,175.57,7.57%,Low,1,175.57,1,Percent,1,SMS,SummerHeat,Card,N/A,Carryout,3,0,,0,0,0,CUST-03183,32,26-35,Female,South Asian,18,Thursday,2025-07,
LULU-000964,Web,Hypermarket,Dubai,Deira,Grocery,Frozen,Al Ain,SKU-330780,26.56,4.54,22.02,44.04,17.09%,Medium,2,44.04,1,Flat,1,YouTube,MidnightMadness,Card,Android,Same-Day,14,0,,0,0,0,CUST-08532,34,26-35,Male,South Asian,8,Wednesday,2025-05,
LULU-000965,Online App,Web DC,Ajman,Suburb,Grocery,Personal Care,Pepsi,SKU-321436,34.47,3.5,30.97,123.88,10.15%,Medium,4,123.88,1,Percent,1,Google Search,ResidentsOnly,Card,Android,Same-Day,12,0,,0,0,1,CUST-01806,45,36-45,Male,South Asian,21,Saturday,2025-06,
LULU-000966,Online App,Web DC,Sharjah,Suburb,Grocery,Snacks,Rani,SKU-586482,26.52,2.43,24.09,144.54,9.16%,Low,6,144.54,1,Percent,1,TikTok,ResidentsOnly,Cash,Android,Same-Day,7,0,,0,0,0,CUST-03407,33,26-35,Female,South Asian,9,Thursday,2025-09,
LULU-000967,Online App,Web DC,Abu Dhabi,Corniche,Grocery,Baby,Rainbow,SKU-302362,13.04,1.65,11.39,68.34,12.65%,Medium,6,68.34,1,FreeDelivery,1,In-App,WeekendSaver,Wallet,iOS,Same-Day,3,0,,0,0,0,CUST-05619,44,36-45,Female,South Asian,19,Thursday,2025-07,
LULU-000968,Web,Hypermarket,Dubai,Bur Dubai,Grocery,Bakery,Al Ain,SKU-872086,46.9,5.29,41.61,83.22,11.28%,Medium,2,83.22,1,Percent,1,Google Search,FreshersUni,Card,Android,Same-Day,7,0,,0,0,1,CUST-09019,40,36-45,Male,South Asian,21,Monday,2025-10,
LULU-000969,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Bakery Counter,Sandwiches,Lulu Bakery,SKU-503917,69.34,1.53,67.81,67.81,2.21%,Low,1,67.81,1,Flat,1,Referral,FreshersUni,Cash,N/A,Carryout,8,0,,0,0,1,CUST-11357,43,36-45,Male,Western Expat,0,Monday,2025-09,
LULU-000970,In-Store POS,Express,Dubai,Bur Dubai,Grocery,Baby,Rani,SKU-380201,67.37,0.93,66.44,132.88,1.38%,Low,2,132.88,1,Percent,1,Referral,NationalDay,Card,N/A,Carryout,5,0,,0,0,1,CUST-00593,26,26-35,Female,South Asian,3,Tuesday,2025-05,
LULU-000971,Online App,Web DC,Abu Dhabi,Mussafah,Electronics,Laptops,Xiaomi,SKU-421911,4428.4,818.97,3609.43,3609.43,18.49%,Medium,1,3609.43,1,Percent,1,SMS,LunchRush,Cash,Desktop,Next-Day,9,1,Damaged/Defective,3367.82,0,0,CUST-04541,35,26-35,Female,SE Asian,8,Friday,2025-09,
LULU-000972,Online App,Web DC,Dubai,Al Barsha,Electronics,Accessories,Xiaomi,SKU-152107,471.1,75.94,395.16,395.16,16.12%,Medium,1,395.16,1,Percent,1,Email,LunchRush,Card,iOS,Next-Day,6,1,Size/fit issue,138.72,0,0,CUST-10668,37,36-45,Male,SE Asian,8,Sunday,2025-05,
LULU-000973,In-Store POS,Hypermarket,Abu Dhabi,Khalifa City,Pharmacy,Personal Care,Himalaya,SKU-597942,285.29,33.85,251.44,754.32,11.87%,Medium,3,754.32,1,BOGO,1,SMS,MidnightMadness,Card,N/A,Carryout,8,0,,0,0,0,CUST-02880,41,36-45,Male,UAE National,15,Wednesday,2025-06,
LULU-000974,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Electronics,Accessories,Samsung,SKU-889059,164.12,22.85,141.27,282.54,13.92%,Medium,2,282.54,1,Flat,1,Outdoor,BackToSchool2025,Wallet,N/A,Carryout,7,0,,0,0,0,CUST-08347,37,36-45,Female,South Asian,1,Friday,2025-09,
LULU-000975,In-Store POS,Hypermarket,Dubai,Marina,Grocery,Snacks,Lulu,SKU-620041,69.08,1.32,67.76,406.56,1.91%,Low,6,406.56,1,Percent,1,In-App,ResidentsOnly,Card,N/A,Carryout,3,0,,0,0,1,CUST-11719,30,26-35,Male,South Asian,7,Tuesday,2025-08,
LULU-000976,In-Store POS,Hypermarket,Dubai,Al Quoz,Grocery,Snacks,Almarai,SKU-358360,42.24,0.98,41.26,165.04,2.32%,Low,4,165.04,1,Percent,1,In-App,LunchRush,Card,N/A,Carryout,3,0,,0,0,1,CUST-05629,32,26-35,Female,Arab Expat (non-GCC),11,Friday,2025-08,
LULU-000977,In-Store POS,Hypermarket,Dubai,Downtown,Electronics,Mobiles,Sony,SKU-318132,2024.69,214.67,1810.02,1810.02,10.60%,Medium,1,1810.02,1,Percent,1,Referral,ResidentsOnly,Cash,N/A,Carryout,7,0,,0,0,0,CUST-05744,30,26-35,Female,UAE National,9,Thursday,2025-08,
LULU-000978,Online App,Web DC,Ajman,City Center,Grocery,Snacks,Lulu,SKU-189816,30.03,4.38,25.65,51.3,14.59%,Medium,2,51.3,1,FreeDelivery,1,Facebook,MidnightMadness,Wallet,Android,Same-Day,10,0,,0,0,1,CUST-00074,29,26-35,Female,Western Expat,16,Wednesday,2025-08,
LULU-000979,In-Store POS,Hypermarket,Dubai,Al Quoz,Electronics,Laptops,HP,SKU-178152,3949.18,228.21,3720.97,3720.97,5.78%,Low,1,3720.97,1,FreeDelivery,1,Outdoor,NationalDay,Cash,N/A,Carryout,2,0,,0,0,0,CUST-02363,32,26-35,Female,Arab Expat (non-GCC),15,Wednesday,2025-08,
LULU-000980,Web,Web DC,Ras Al Khaimah,Old Town,Electronics,Home Appliances,Samsung,SKU-803903,249.11,43.43,205.68,205.68,17.43%,Medium,1,205.68,1,Percent,1,Facebook,Ramadan2025,Card,Android,Next-Day,6,1,Late delivery,195.09,0,1,CUST-01799,25,18-25,Male,South Asian,2,Wednesday,2025-08,
LULU-000981,Online App,Web DC,Dubai,Business Bay,Electronics,Home Appliances,Sony,SKU-967790,644.6,102.39,542.21,542.21,15.88%,Medium,1,542.21,1,Flat,1,Facebook,NationalDay,Card,Android,Next-Day,6,0,,0,0,1,CUST-11002,25,18-25,Male,UAE National,15,Sunday,2025-08,
LULU-000982,In-Store POS,Hypermarket,Dubai,Mirdif,Electronics,Tablets,Panasonic,SKU-496629,2314.66,107.66,2207,2207,4.65%,Low,1,2207,1,Percent,1,Email,ResidentsOnly,Wallet,N/A,Carryout,1,0,,0,0,1,CUST-05435,33,26-35,Female,Arab Expat (non-GCC),18,Friday,2025-08,
LULU-000983,Online App,Hypermarket,Dubai,Al Quoz,Home & Living,Kitchenware,Dettol,SKU-351766,572.38,106.28,466.1,466.1,18.57%,Medium,1,466.1,1,Flat,1,TikTok,WeekendSaver,Wallet,Android,Next-Day,3,0,,0,0,1,CUST-10399,37,36-45,Male,African Expat,10,Saturday,2025-04,
LULU-000984,Online App,Web DC,Fujairah,Suburb,Electronics,Tablets,Samsung,SKU-117059,2674.79,536.99,2137.8,2137.8,20.08%,Medium,1,2137.8,1,Flat,1,Instagram,Ramadan2025,Wallet,Desktop,Next-Day,6,0,,0,0,0,CUST-09524,23,18-25,Male,UAE National,21,Saturday,2025-09,
LULU-000985,Web,Web DC,Dubai,Business Bay,Fashion,Womenswear,Adidas,SKU-291105,272.76,32.91,239.85,479.7,12.07%,Medium,2,479.7,1,FreeDelivery,1,Referral,ResidentsOnly,Card,iOS,Next-Day,9,0,,0,0,1,CUST-03688,31,26-35,Male,Arab Expat (non-GCC),14,Friday,2025-08,
LULU-000986,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Grocery,Household,Nadec,SKU-177563,12.65,1.77,10.88,54.4,13.99%,Medium,5,54.4,1,Percent,1,SMS,MidnightMadness,Wallet,N/A,Carryout,7,0,,0,0,1,CUST-00489,27,26-35,Female,GCC Expat,7,Wednesday,2025-08,
LULU-000987,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Grocery,Beverages,Lulu,SKU-379609,44.63,6.23,38.4,115.2,13.96%,Medium,3,115.2,1,Percent,1,Email,Ramadan2025,Wallet,N/A,Carryout,5,0,,0,0,0,CUST-10060,32,26-35,Female,Arab Expat (non-GCC),11,Friday,2025-09,
LULU-000988,In-Store POS,Hypermarket,Dubai,JLT,Home & Living,Bedding,Ikea-ish,SKU-406706,975.72,16.98,958.74,958.74,1.74%,Low,1,958.74,1,Flat,1,Outdoor,SummerHeat,Card,N/A,Carryout,6,0,,0,0,0,CUST-07124,33,26-35,Male,GCC Expat,16,Monday,2025-05,
LULU-000989,In-Store POS,Hypermarket,Dubai,Deira,Grocery,Fresh Produce,Nestlé,SKU-164278,63.53,3.04,60.49,60.49,4.79%,Low,1,60.49,1,Percent,1,SMS,ResidentsOnly,Cash,N/A,Carryout,8,0,,0,0,0,CUST-00178,39,36-45,Male,UAE National,0,Wednesday,2025-06,
LULU-000990,In-Store POS,Hypermarket,Ajman,City Center,Grocery,Meat & Poultry,Al Ain,SKU-568974,50.08,3.36,46.72,233.6,6.71%,Low,5,233.6,1,Percent,1,Outdoor,Ramadan2025,Card,N/A,Carryout,8,0,,0,0,1,CUST-01111,22,18-25,Female,Arab Expat (non-GCC),10,Monday,2025-08,
LULU-000991,Online App,Web DC,Dubai,Downtown,Grocery,Beverages,Rainbow,SKU-207039,59.78,6.85,52.93,264.65,11.46%,Medium,5,264.65,1,BOGO,1,TikTok,SummerHeat,Card,Android,Same-Day,10,0,,0,0,0,CUST-07966,32,26-35,Male,UAE National,19,Friday,2025-04,
LULU-000992,In-Store POS,Hypermarket,Ajman,Suburb,Grocery,Snacks,Lulu,SKU-786082,10.75,0.9,9.85,98.5,8.37%,Low,10,98.5,1,Percent,1,SMS,WeekendSaver,Card,N/A,Carryout,5,0,,0,0,0,CUST-05837,40,36-45,Female,UAE National,7,Monday,2025-08,
LULU-000993,In-Store POS,Hypermarket,Dubai,Deira,Grocery,Frozen,Al Ain,SKU-808702,53.14,6.74,46.4,46.4,12.68%,Medium,1,46.4,1,Percent,1,Outdoor,Ramadan2025,Cash,N/A,Carryout,9,0,,0,0,0,CUST-03268,36,36-45,Female,South Asian,19,Thursday,2025-05,
LULU-000994,Web,Web DC,Abu Dhabi,Al Maryah,Grocery,Dairy & Eggs,Almarai,SKU-209376,46.76,6.85,39.91,399.1,14.65%,Medium,10,399.1,1,Percent,1,Google Search,WeekendSaver,Wallet,Android,Same-Day,10,0,,0,0,0,CUST-03388,30,26-35,Male,African Expat,16,Tuesday,2025-04,
LULU-000995,Online App,Web DC,Dubai,Deira,Fashion,Kidswear,Nike,SKU-866228,355.23,95.42,259.81,259.81,26.86%,High,1,259.81,1,Percent,1,Google Search,BackToSchool2025,Card,Desktop,Next-Day,12,0,,0,0,1,CUST-11876,39,36-45,Male,Western Expat,22,Monday,2025-06,
LULU-000996,In-Store POS,Hypermarket,Dubai,Al Quoz,Grocery,Personal Care,Lacnor,SKU-831717,22.41,1.27,21.14,21.14,5.67%,Low,1,21.14,1,Percent,1,Outdoor,MidnightMadness,Card,N/A,Carryout,9,0,,0,0,0,CUST-06061,51,46-60,Male,South Asian,23,Monday,2025-07,
LULU-000997,Online App,Web DC,Al Ain,Industrial Area,Grocery,Household,Lacnor,SKU-318500,8.19,0.89,7.3,29.2,10.87%,Medium,4,29.2,1,Flat,1,TikTok,FreshersUni,Card,iOS,Same-Day,8,0,,0,0,0,CUST-03033,39,36-45,Female,South Asian,9,Sunday,2025-05,
LULU-000998,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Seafood,Almarai,SKU-341427,32.39,4.39,28,28,13.55%,Medium,1,28,1,Flat,1,Outdoor,BackToSchool2025,Card,N/A,Carryout,9,0,,0,0,1,CUST-00960,34,26-35,Male,South Asian,0,Sunday,2025-09,
LULU-000999,Online App,Web DC,Dubai,Business Bay,Fashion,Accessories,Puma,SKU-665573,254.29,31.05,223.24,669.72,12.21%,Medium,3,669.72,1,Percent,1,YouTube,SummerHeat,Card,iOS,Next-Day,4,0,,0,0,0,CUST-06040,37,36-45,Male,UAE National,17,Sunday,2025-06,
LULU-001000,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Grocery,Frozen,Kellogg's,SKU-900877,12.48,1.53,10.95,87.6,12.26%,Medium,8,87.6,1,BOGO,1,Outdoor,BackToSchool2025,Card,N/A,Carryout,3,0,,0,0,0,CUST-09152,18,18-25,Male,SE Asian,1,Saturday,2025-06,
LULU-001001,Online App,Web DC,Dubai,Silicon Oasis,Grocery,Dairy & Eggs,Lulu,SKU-629717,18.4,1.81,16.59,16.59,9.84%,Low,1,16.59,1,BOGO,1,SMS,FreshersUni,Wallet,Android,Same-Day,8,0,,0,0,0,CUST-08848,40,36-45,Male,UAE National,9,Tuesday,2025-08,
LULU-001002,In-Store POS,Hypermarket,Dubai,Marina,Fashion,Womenswear,Nike,SKU-273402,192.46,13.44,179.02,179.02,6.98%,Low,1,179.02,1,Percent,1,Email,FreshersUni,Card,N/A,Carryout,10,0,,0,0,0,CUST-02620,18,18-25,Female,SE Asian,11,Monday,2025-08,
LULU-001003,In-Store POS,Express,Fujairah,Airport Area,Electronics,Accessories,Samsung,SKU-495138,97.61,6.62,90.99,90.99,6.78%,Low,1,90.99,1,Percent,1,SMS,SummerHeat,Card,N/A,Carryout,1,0,,0,0,0,CUST-00286,35,26-35,Female,Arab Expat (non-GCC),11,Tuesday,2025-09,
LULU-001004,Online App,Hypermarket,Dubai,Al Quoz,Grocery,Meat & Poultry,Nestlé,SKU-169267,30.43,2.2,28.23,28.23,7.23%,Low,1,28.23,1,Percent,1,Email,ResidentsOnly,Card,iOS,Same-Day,8,1,Damaged/Defective,24.91,0,0,CUST-07102,32,26-35,Male,South Asian,13,Saturday,2025-05,
LULU-001005,In-Store POS,Hypermarket,Abu Dhabi,Saadiyat,Home & Living,Kitchenware,Scotch-Brite,SKU-560512,990.46,52.76,937.7,937.7,5.33%,Low,1,937.7,1,Flat,1,SMS,LunchRush,Card,N/A,Carryout,8,0,,0,0,1,CUST-05935,22,18-25,Male,South Asian,23,Wednesday,2025-06,
LULU-001006,In-Store POS,Express,Dubai,JLT,Fashion,Accessories,Nike,SKU-233973,222.03,38.42,183.61,367.22,17.30%,Medium,2,367.22,1,Flat,1,SMS,BackToSchool2025,Cash,N/A,Carryout,2,0,,0,0,0,CUST-02941,46,46-60,Male,UAE National,23,Saturday,2025-07,
LULU-001007,In-Store POS,Hypermarket,Dubai,Bur Dubai,Grocery,Snacks,Coca-Cola,SKU-781387,45.64,6.03,39.61,316.88,13.21%,Medium,8,316.88,1,Flat,1,Referral,WeekendSaver,Cash,N/A,Carryout,9,0,,0,0,0,CUST-08867,41,36-45,Female,South Asian,0,Thursday,2025-08,
LULU-001008,Web,Web DC,Sharjah,Airport Area,Home & Living,Kitchenware,Tefal,SKU-453807,1073.92,165.51,908.41,908.41,15.41%,Medium,1,908.41,1,Flat,1,TikTok,Ramadan2025,Card,Android,Next-Day,4,0,,0,0,1,CUST-05419,34,26-35,Female,South Asian,5,Saturday,2025-04,
LULU-001009,Online App,Web DC,Abu Dhabi,Khalifa City,Fashion,Kidswear,Lulu Fashion,SKU-892476,318.99,36.31,282.68,848.04,11.38%,Medium,3,848.04,1,Percent,1,TikTok,FreshersUni,Card,Android,Next-Day,13,0,,0,0,0,CUST-08324,30,26-35,Female,Arab Expat (non-GCC),21,Wednesday,2025-08,
LULU-001010,In-Store POS,Hypermarket,Dubai,Al Barsha,Grocery,Household,Almarai,SKU-619221,61.27,4.62,56.65,169.95,7.54%,Low,3,169.95,1,BOGO,1,Email,NationalDay,Wallet,N/A,Carryout,8,0,,0,0,0,CUST-00408,30,26-35,Female,Western Expat,13,Thursday,2025-10,
LULU-001011,Online App,Web DC,Abu Dhabi,Mussafah,Grocery,Dairy & Eggs,Rainbow,SKU-867864,13.74,2.75,10.99,109.9,20.01%,Medium,10,109.9,1,Percent,1,Facebook,Ramadan2025,Card,iOS,Same-Day,11,0,,0,0,1,CUST-07402,38,36-45,Female,UAE National,15,Thursday,2025-07,
LULU-001012,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Frozen,Rani,SKU-112370,68.75,8.41,60.34,301.7,12.23%,Medium,5,301.7,1,Percent,1,Outdoor,MidnightMadness,Cash,N/A,Carryout,10,0,,0,0,0,CUST-09141,35,26-35,Female,African Expat,22,Wednesday,2025-05,
LULU-001013,Web,Web DC,Dubai,Deira,Grocery,Dairy & Eggs,Coca-Cola,SKU-475989,36.66,2.77,33.89,169.45,7.56%,Low,5,169.45,1,BOGO,1,Instagram,NationalDay,Wallet,Android,Same-Day,8,0,,0,0,0,CUST-11053,38,36-45,Male,UAE National,19,Sunday,2025-06,
LULU-001014,In-Store POS,Hypermarket,Ajman,Old Town,Grocery,Frozen,Kellogg's,SKU-320323,58.31,6.35,51.96,363.72,10.89%,Medium,7,363.72,1,BOGO,1,Outdoor,SummerHeat,Cash,N/A,Carryout,5,0,,0,0,0,CUST-07291,21,18-25,Male,GCC Expat,7,Thursday,2025-09,
LULU-001015,Online App,Web DC,Dubai,JLT,Electronics,Laptops,HP,SKU-565810,1537.3,164.91,1372.39,1372.39,10.73%,Medium,1,1372.39,1,BOGO,1,Facebook,SummerHeat,Apple Pay,Android,Next-Day,3,0,,0,0,1,CUST-05921,18,18-25,Male,GCC Expat,21,Saturday,2025-06,
LULU-001016,In-Store POS,Hypermarket,Ras Al Khaimah,University Area,Grocery,Dairy & Eggs,Nadec,SKU-349470,38.96,2.19,36.77,36.77,5.62%,Low,1,36.77,1,Percent,1,SMS,LunchRush,Card,N/A,Carryout,4,0,,0,0,1,CUST-00676,20,18-25,Male,SE Asian,16,Monday,2025-06,
LULU-001017,In-Store POS,Express,Al Ain,Waterfront,Grocery,Bakery,Lacnor,SKU-573270,68.26,1.62,66.64,399.84,2.37%,Low,6,399.84,1,Flat,1,Referral,FreshersUni,Card,N/A,Carryout,10,0,,0,0,0,CUST-00491,30,26-35,Male,South Asian,1,Wednesday,2025-08,
LULU-001018,In-Store POS,Hypermarket,Dubai,Deira,Grocery,Meat & Poultry,Kellogg's,SKU-220695,49.68,2.09,47.59,47.59,4.21%,Low,1,47.59,1,Percent,1,Outdoor,ResidentsOnly,Wallet,N/A,Carryout,11,0,,0,0,1,CUST-09756,45,36-45,Female,GCC Expat,0,Monday,2025-09,
LULU-001019,Online App,Web DC,Dubai,Deira,Pharmacy,Personal Care,Strepsils,SKU-366493,47.45,4.85,42.6,127.8,10.22%,Medium,3,127.8,1,Flat,1,Referral,Ramadan2025,Card,Android,Same-Day,1,0,,0,0,1,CUST-10792,26,26-35,Male,Western Expat,7,Thursday,2025-07,
LULU-001020,In-Store POS,Hypermarket,Sharjah,Industrial Area,Grocery,Frozen,Al Ain,SKU-799229,73.19,9.61,63.58,63.58,13.13%,Medium,1,63.58,1,Percent,1,SMS,WeekendSaver,Cash,N/A,Carryout,9,0,,0,0,0,CUST-07798,21,18-25,Male,Arab Expat (non-GCC),23,Wednesday,2025-10,
LULU-001021,Online App,Web DC,Dubai,Al Barsha,Fashion,Menswear,Nike,SKU-925506,211.24,25.24,186,744,11.95%,Medium,4,744,1,Percent,1,TikTok,ResidentsOnly,Card,Desktop,Next-Day,4,0,,0,0,0,CUST-01342,23,18-25,Male,Other,18,Monday,2025-05,
LULU-001022,In-Store POS,Hypermarket,Ajman,Suburb,Pharmacy,Vitamins,GSK,SKU-630767,93.32,4.1,89.22,267.66,4.39%,Low,3,267.66,1,Flat,1,SMS,LunchRush,Card,N/A,Carryout,7,0,,0,1,1,CUST-05810,42,36-45,Female,African Expat,7,Sunday,2025-08,
LULU-001023,Online App,Web DC,Sharjah,Suburb,Fashion,Kidswear,BrandX,SKU-389952,161.43,28.21,133.22,133.22,17.48%,Medium,1,133.22,1,Flat,1,Google Search,LunchRush,Card,Android,Next-Day,8,0,,0,0,1,CUST-06216,22,18-25,Female,GCC Expat,17,Saturday,2025-05,
LULU-001024,In-Store POS,Hypermarket,Dubai,JLT,Home & Living,Décor,Prestige,SKU-585551,1123.26,122.01,1001.25,2002.5,10.86%,Medium,2,2002.5,1,Percent,1,Email,NationalDay,Card,N/A,Carryout,4,0,,0,0,1,CUST-00479,26,26-35,Female,UAE National,1,Tuesday,2025-06,
LULU-001025,In-Store POS,Hypermarket,Abu Dhabi,Yas Island,Grocery,Snacks,Nadec,SKU-770433,63.31,7.9,55.41,55.41,12.48%,Medium,1,55.41,1,Percent,1,In-App,WeekendSaver,Cash,N/A,Carryout,10,0,,0,0,0,CUST-08026,28,26-35,Male,South Asian,15,Friday,2025-08,
LULU-001026,Web,Web DC,Dubai,Marina,Grocery,Household,Coca-Cola,SKU-500533,12.76,1.96,10.8,86.4,15.36%,Medium,8,86.4,1,Flat,1,In-App,MidnightMadness,Wallet,Desktop,Same-Day,8,0,,0,0,0,CUST-03457,29,26-35,Female,SE Asian,11,Thursday,2025-06,
LULU-001027,In-Store POS,Hypermarket,Sharjah,Waterfront,Fashion,Footwear,Puma,SKU-690935,184.1,14.68,169.42,508.26,7.97%,Low,3,508.26,1,Percent,1,Referral,SummerHeat,Cash,N/A,Carryout,7,0,,0,0,0,CUST-11650,30,26-35,Male,Western Expat,15,Friday,2025-06,
LULU-001028,Online App,Hypermarket,Abu Dhabi,Khalifa City,Fashion,Menswear,BrandX,SKU-375562,295.03,48.6,246.43,246.43,16.47%,Medium,1,246.43,1,FreeDelivery,1,Email,SummerHeat,Card,iOS,Next-Day,8,0,,0,0,0,CUST-11527,38,36-45,Female,South Asian,16,Monday,2025-09,
LULU-001029,In-Store POS,Hypermarket,Fujairah,Airport Area,Grocery,Fresh Produce,Pepsi,SKU-295720,74.56,6.63,67.93,135.86,8.89%,Low,2,135.86,1,Percent,1,Referral,SummerHeat,Card,N/A,Carryout,11,0,,0,0,0,CUST-05571,18,18-25,Female,Arab Expat (non-GCC),1,Monday,2025-06,
LULU-001030,In-Store POS,Express,Abu Dhabi,Mussafah,Bakery Counter,Sandwiches,Lulu Bakery,SKU-161271,38.26,2.64,35.62,142.48,6.90%,Low,4,142.48,1,Flat,1,Outdoor,SummerHeat,Cash,N/A,Carryout,5,0,,0,0,1,CUST-01994,33,26-35,Male,Western Expat,0,Sunday,2025-05,
LULU-001031,Online App,Web DC,Dubai,Downtown,Grocery,Bakery,Coca-Cola,SKU-241272,53.21,5.47,47.74,238.7,10.28%,Medium,5,238.7,1,Percent,1,Referral,NationalDay,Wallet,iOS,Same-Day,9,0,,0,0,1,CUST-07583,35,26-35,Female,Western Expat,18,Thursday,2025-09,
LULU-001032,Online App,Web DC,Dubai,JLT,Electronics,Home Appliances,Sony,SKU-594769,637.12,159.42,477.7,477.7,25.02%,High,1,477.7,1,Flat,1,Google Search,BackToSchool2025,Wallet,Android,Next-Day,9,0,,0,0,1,CUST-06046,22,18-25,Female,South Asian,8,Monday,2025-06,
LULU-001033,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Pharmacy,Vitamins,VitX,SKU-814505,209.5,22.71,186.79,747.16,10.84%,Medium,4,747.16,1,Percent,1,Outdoor,MidnightMadness,Apple Pay,N/A,Carryout,10,1,Wrong item,460.55,0,1,CUST-09396,39,36-45,Female,UAE National,4,Sunday,2025-06,
LULU-001034,In-Store POS,Hypermarket,Dubai,Mirdif,Bakery Counter,Cakes,Lulu Bakery,SKU-940193,7.6,0.99,6.61,33.05,13.03%,Medium,5,33.05,1,Flat,1,Outdoor,MidnightMadness,Cash,N/A,Carryout,2,0,,0,0,1,CUST-07723,59,46-60,Female,SE Asian,5,Thursday,2025-06,
LULU-001035,Online App,Web DC,Abu Dhabi,Saadiyat,Grocery,Personal Care,Rainbow,SKU-431836,6.84,0.94,5.9,5.9,13.74%,Medium,1,5.9,1,Flat,1,Google Search,Ramadan2025,Card,Android,Same-Day,11,0,,0,0,1,CUST-06092,35,26-35,Male,SE Asian,15,Saturday,2025-09,
LULU-001036,In-Store POS,Express,Dubai,Marina,Grocery,Dairy & Eggs,Lulu,SKU-982065,10.6,0.74,9.86,9.86,6.98%,Low,1,9.86,1,Flat,1,Outdoor,LunchRush,Card,N/A,Carryout,4,0,,0,0,1,CUST-04727,36,36-45,Male,Arab Expat (non-GCC),22,Sunday,2025-08,
LULU-001037,In-Store POS,Hypermarket,Dubai,JLT,Fashion,Kidswear,BrandX,SKU-616863,100.06,13.29,86.77,86.77,13.28%,Medium,1,86.77,1,Flat,1,In-App,MidnightMadness,Card,N/A,Carryout,4,0,,0,0,0,CUST-10576,33,26-35,Male,UAE National,20,Thursday,2025-09,
LULU-001038,In-Store POS,Express,Ras Al Khaimah,Waterfront,Home & Living,Décor,Dettol,SKU-581071,134.04,7.03,127.01,127.01,5.24%,Low,1,127.01,1,Percent,1,SMS,FreshersUni,Cash,N/A,Carryout,1,0,,0,0,0,CUST-04716,28,26-35,Male,South Asian,5,Tuesday,2025-10,
LULU-001039,In-Store POS,Hypermarket,Sharjah,Airport Area,Grocery,Fresh Produce,Almarai,SKU-494989,73.01,2.25,70.76,70.76,3.08%,Low,1,70.76,1,Flat,1,SMS,FreshersUni,Wallet,N/A,Carryout,6,0,,0,0,0,CUST-01852,35,26-35,Female,South Asian,6,Thursday,2025-10,
LULU-001040,Web,Web DC,Abu Dhabi,Yas Island,Grocery,Meat & Poultry,Nestlé,SKU-553929,76.28,12.63,63.65,254.6,16.56%,Medium,4,254.6,1,Percent,1,Facebook,MidnightMadness,Wallet,iOS,Same-Day,9,0,,0,0,1,CUST-09772,35,26-35,Female,South Asian,9,Sunday,2025-08,
LULU-001041,In-Store POS,Hypermarket,Sharjah,Old Town,Electronics,Home Appliances,Samsung,SKU-823657,58.73,9.78,48.95,48.95,16.65%,Medium,1,48.95,1,Flat,1,Email,WeekendSaver,Card,N/A,Carryout,3,0,,0,0,1,CUST-02166,25,18-25,Female,Arab Expat (non-GCC),20,Wednesday,2025-04,
LULU-001042,Web,Web DC,Dubai,Deira,Grocery,Frozen,Rani,SKU-655756,71.91,12.8,59.11,295.55,17.80%,Medium,5,295.55,1,Percent,1,Facebook,Ramadan2025,Card,Android,Same-Day,8,0,,0,0,0,CUST-08066,42,36-45,Female,Arab Expat (non-GCC),18,Monday,2025-08,
LULU-001043,Web,Web DC,Fujairah,Suburb,Electronics,Tablets,Panasonic,SKU-532181,1933.06,224.39,1708.67,1708.67,11.61%,Medium,1,1708.67,1,Percent,1,Outdoor,SummerHeat,Card,iOS,Next-Day,3,0,,0,0,0,CUST-02923,32,26-35,Male,South Asian,15,Friday,2025-07,
LULU-001044,In-Store POS,Hypermarket,Ajman,University Area,Grocery,Dairy & Eggs,Al Ain,SKU-418659,41.5,4.07,37.43,336.87,9.81%,Low,9,336.87,1,Percent,1,Outdoor,SummerHeat,Card,N/A,Carryout,8,0,,0,0,0,CUST-08067,48,46-60,Male,UAE National,1,Sunday,2025-04,
